type,name,architecture,library
Text Section (Local),-[PBXGDB_ExpressionEvalOperation returnType],X86_64,
Text Section (Local),-[PBXGDB_ExpressionEvalOperation sequenceDidFinish:],X86_64,
Text Section (Local),-[PBXGDB_ExpressionEvalOperation setReturnType:],X86_64,
Text Section (Local),-[PBXGDB_ExpressionEvalSequence _gotExpressionResult:],X86_64,
Text Section (Local),-[PBXGDB_ExpressionEvalSequence execute],X86_64,
Text Section (Local),-[PBXGDB_ExpressionEvalSequence expresssionToEvaluate],X86_64,
Text Section (Local),-[PBXGDB_ExpressionEvalSequence handleErrorForMICommand:],X86_64,
Text Section (Local),-[PBXGDB_ExpressionEvalSequence resultString],X86_64,
Text Section (Local),-[PBXGDB_ExpressionEvalSequence setExpressionToEvaluate:],X86_64,
Text Section (Local),-[PBXGDB_FetchCharacterSquence data],X86_64,
Text Section (Local),-[PBXGDB_FetchCharacterSquence execute],X86_64,
Text Section (Local),-[PBXGDB_FetchCharacterSquence fetchCharacter],X86_64,
Text Section (Local),-[PBXGDB_FetchCharacterSquence setData:],X86_64,
Text Section (Local),-[PBXGDB_FetchFileStaticsSequence _fetchFileStatics],X86_64,
Text Section (Local),-[PBXGDB_FetchFileStaticsSequence _gotFileStatics:],X86_64,
Text Section (Local),-[PBXGDB_FetchFileStaticsSequence execute],X86_64,
Text Section (Local),-[PBXGDB_FetchFileStaticsSequence timeOutPeriod],X86_64,
Text Section (Local),-[PBXGDB_FetchMemoryForViewerSequence execute],X86_64,
Text Section (Local),-[PBXGDB_FetchMemoryForViewerSequence gotMemory:],X86_64,
Text Section (Local),-[PBXGDB_FetchMemoryForViewerSequence handleErrorForMICommand:],X86_64,
Text Section (Local),-[PBXGDB_FetchMemoryForViewerSequence initWithAddress:numberOfBytes:resultHandler:],X86_64,
Text Section (Local),-[PBXGDB_FetchMemoryForViewerSequence interruptIfNeeded],X86_64,
Text Section (Local),-[PBXGDB_FetchMemoryForViewerSequence setThreadContext:andStackFrameContext:],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence baseAddressValue],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence bytesPerCharacter],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence dealloc],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence didFinishWithData:],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence didFinishWithNoData],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence execute],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence fetchStringBuffer],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence gotStringMemory:],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence handleErrorForMICommand:],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence numberOfCharactersForStringBuffer],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence numberOfCharacters],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence resultMemoryData],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence resultStatus],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence setBaseAddress:],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence setBytesPerCharacter:],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence setNumberOfCharacters:],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence setResultMemoryData:],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence setResultStatus:],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence stringBufferAddressExpression],X86_64,
Text Section (Local),-[PBXGDB_FetchStringSequence stringBufferAddressValue],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueIsSupportedSequence _fetchStatus],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueIsSupportedSequence _gotFixAndContinueStatus:],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueIsSupportedSequence _gotVerifyFixAndContinue:],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueIsSupportedSequence commandString],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueIsSupportedSequence didFinish],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueIsSupportedSequence execute],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueIsSupportedSequence handleErrorForMICommand:],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence _didFinish:],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence didFinish],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence didFix],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence end],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence errorMessage],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence execute],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence handleErrorForMICommand:],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence interruptIfNeeded],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence objectFile],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence patchFile],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence setErrorMessage:],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence setObjectFile:],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence setPatchFile:],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence setShlib:],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence setSourceFile:],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence setTarget:],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence shlib],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence sourceFile],X86_64,
Text Section (Local),-[PBXGDB_FixAndContinueSequence target],X86_64,
Text Section (Local),-[PBXGDB_FrameDataValue2 didUpdateValues],X86_64,
Text Section (Local),-[PBXGDB_FrameDataValue2 frameIndexContext],X86_64,
Text Section (Local),-[PBXGDB_FrameDataValue2 hasSymbols],X86_64,
Text Section (Local),-[PBXGDB_FrameDataValue2 initWithDebugger:threadID:frameIndex:],X86_64,
Text Section (Local),-[PBXGDB_FrameDataValue2 requestUpdateValues],X86_64,
Text Section (Local),-[PBXGDB_FrameDataValue2 setHasSymbols:],X86_64,
Text Section (Local),-[PBXGDB_FrameDescription address],X86_64,
Text Section (Local),-[PBXGDB_FrameDescription description],X86_64,
Text Section (Local),-[PBXGDB_FrameDescription fileName],X86_64,
Text Section (Local),-[PBXGDB_FrameDescription lineNumber],X86_64,
Text Section (Local),-[PBXGDB_FrameDescription setAddress:],X86_64,
Text Section (Local),-[PBXGDB_FrameDescription setFileName:],X86_64,
Text Section (Local),-[PBXGDB_FrameDescription setLineNumber:],X86_64,
Text Section (Local),-[PBXGDB_GenericMICommandSequence dealloc],X86_64,
Text Section (Local),-[PBXGDB_GenericMICommandSequence execute],X86_64,
Text Section (Local),-[PBXGDB_GenericMICommandSequence miCommand],X86_64,
Text Section (Local),-[PBXGDB_GenericMICommandSequence setMiCommand:],X86_64,
Text Section (Local),-[PBXGDB_GetDataValueChildrenSequence _gotResultChildrenOfVarObj:],X86_64,
Text Section (Local),-[PBXGDB_GetDataValueChildrenSequence didFinish],X86_64,
Text Section (Local),-[PBXGDB_GetDataValueChildrenSequence didGetPathExpression],X86_64,
Text Section (Local),-[PBXGDB_GetDataValueChildrenSequence execute],X86_64,
Text Section (Local),-[PBXGDB_GetFrameSymbolsDataValueSequence _fetchFileStaticsLITE],X86_64,
Text Section (Local),-[PBXGDB_GetFrameSymbolsDataValueSequence _fetchLocals],X86_64,
Text Section (Local),-[PBXGDB_GetFrameSymbolsDataValueSequence _gotFileStaticsLITE:],X86_64,
Text Section (Local),-[PBXGDB_GetFrameSymbolsDataValueSequence _gotResultArgumentVarObjs:],X86_64,
Text Section (Local),-[PBXGDB_GetFrameSymbolsDataValueSequence _gotResultLocalVarObjs:],X86_64,
Text Section (Local),-[PBXGDB_GetFrameSymbolsDataValueSequence _gotVerifyFileStatics:],X86_64,
Text Section (Local),-[PBXGDB_GetFrameSymbolsDataValueSequence didFinish],X86_64,
Text Section (Local),-[PBXGDB_GetFrameSymbolsDataValueSequence execute],X86_64,
Text Section (Local),-[PBXGDB_GetFrameSymbolsDataValueSequence handleErrorForMICommand:],X86_64,
Text Section (Local),-[PBXGDB_GetFrameSymbolsDataValueSequence init],X86_64,
Text Section (Local),-[PBXGDB_GetFrameSymbolsDataValueSequence timeOutPeriod],X86_64,
Text Section (Local),-[PBXGDB_GetPathExpressionSequence didFinish],X86_64,
Text Section (Local),-[PBXGDB_GetPathExpressionSequence execute],X86_64,
Text Section (Local),-[PBXGDB_GetPathExpressionSequence init],X86_64,
Text Section (Local),-[PBXGDB_GetPathExpressionSequence setViewAsMemory:],X86_64,
Text Section (Local),-[PBXGDB_GetSharedLibraryInfoSequence _gotShlibInfo:],X86_64,
Text Section (Local),-[PBXGDB_GetSharedLibraryInfoSequence doContinue],X86_64,
Text Section (Local),-[PBXGDB_GetSharedLibraryInfoSequence execute],X86_64,
Text Section (Local),-[PBXGDB_GetSharedLibraryInfoSequence setDoContinue:],X86_64,
Text Section (Local),-[PBXGDB_GetSharedLibraryInfoSequenceForGlobals didFinish],X86_64,
Text Section (Local),-[PBXGDB_GetSharedLibraryInfoSequenceForGlobals interruptIfNeeded],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence _didRaiseSymbolLevel:],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence _fetchFileGlobals],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence _gotFileGlobalsForBrowser:],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence _gotFileGlobalsForDataValue:],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence _gotVerifyFileGlobals:],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence _imageController],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence _verifyGlobalsCmd],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence addingSavedGlobals],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence didFinish],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence execute],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence filename],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence handleErrorForMICommand:],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence interruptIfNeeded],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence library],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence savedGlobalFor:],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence setFilename:],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence setFilter:],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence setLibrary:],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence setLibraryPath:],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence setSavedGlobalsForShlib:],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence setaddingSavedGlobals:],X86_64,
Text Section (Local),-[PBXGDB_GlobalsForShlibsSequence timeOutPeriod],X86_64,
Text Section (Local),-[PBXGDB_InferiorAutoStartDyldSequence _done:],X86_64,
Text Section (Local),-[PBXGDB_InferiorAutoStartDyldSequence execute],X86_64,
Text Section (Local),-[PBXGDB_InferiorAutoStartDyldSequence interruptIfNeeded],X86_64,
Text Section (Local),-[PBXGDB_InferiorAutoStartDyldSequence setEnabled:],X86_64,
Text Section (Local),-[PBXGDB_InsertPluginSequence execute],X86_64,
Text Section (Local),-[PBXGDB_InsertPluginSequence init],X86_64,
Text Section (Local),-[PBXGDB_InsertPluginSequence loadInferiorPluginFinished:],X86_64,
Text Section (Local),-[PBXGDB_InsertPluginSequence needsEvaluationSafetyCheck],X86_64,
Text Section (Local),-[PBXGDB_InsertPluginSequence pluginPath],X86_64,
Text Section (Local),-[PBXGDB_InsertPluginSequence setPluginPath:],X86_64,
Text Section (Local),-[PBXGDB_InterpreterCommandSequence _resultAllThreadsRunning:],X86_64,
Text Section (Local),-[PBXGDB_InterpreterCommandSequence _stackChanged:],X86_64,
Text Section (Local),-[PBXGDB_InterpreterCommandSequence _threadOrFrameChanged],X86_64,
Text Section (Local),-[PBXGDB_InterpreterCommandSequence _userCommandFinished:],X86_64,
Text Section (Local),-[PBXGDB_InterpreterCommandSequence execute],X86_64,
Text Section (Local),-[PBXGDB_InterpreterCommandSequence handleErrorForMICommand:],X86_64,
Text Section (Local),-[PBXGDB_InterpreterCommandSequence init],X86_64,
Text Section (Local),-[PBXGDB_InterpreterCommandSequence setMICommand:],X86_64,
Text Section (Local),-[PBXGDB_MIAttachAltWaitForCommand setWaitForName:],X86_64,
Text Section (Local),-[PBXGDB_MIAttachCommand processID],X86_64,
Text Section (Local),-[PBXGDB_MIAttachCommand setProcessID:],X86_64,
Text Section (Local),-[PBXGDB_MIAttachWaitForCommand setProcessID:],X86_64,
Text Section (Local),-[PBXGDB_MIAttachWaitForCommand setWaitForName:],X86_64,
Text Section (Local),-[PBXGDB_MIBaseBreakpointCommand addressString],X86_64,
Text Section (Local),-[PBXGDB_MIBaseBreakpointCommand contextNumber],X86_64,
Text Section (Local),-[PBXGDB_MIBaseBreakpointCommand didFinishWithResultList:],X86_64,
Text Section (Local),-[PBXGDB_MIBaseBreakpointCommand gdbBreakpointNumber],X86_64,
Text Section (Local),-[PBXGDB_MIBaseBreakpointCommand nextBreakpointItem],X86_64,
Text Section (Local),-[PBXGDB_MIBaseBreakpointCommand setAddressString:],X86_64,
Text Section (Local),-[PBXGDB_MIBaseBreakpointCommand setBreakpointItemArray:],X86_64,
Text Section (Local),-[PBXGDB_MIBaseBreakpointCommand setContextNumber:],X86_64,
Text Section (Local),-[PBXGDB_MIBaseBreakpointCommand setGDBBreakpointNumber:],X86_64,
Text Section (Local),-[PBXGDB_MIBaseBreakpointCommand setShlib:],X86_64,
Text Section (Local),-[PBXGDB_MIBaseBreakpointCommand shlib],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand _currentVarObjStringAttribute:],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand _typeCodeFromString:],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand blockStartAddress],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjDynamicTypeExpressionString],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjExpressionString],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjHasScopeInfo],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjInScope],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjName],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjNewDynamicTypeExpressionString],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjNewNumberOfChildren],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjNewTypeCode],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjNewTypeExpressionString],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjNumberOfChildren],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjTypeChanged],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjTypeCode],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjTypeExpressionString],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand currentVarObjValueString],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand dataValue],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand nextVarObj],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand numberOfVarObjs],X86_64,
Text Section (Local),-[PBXGDB_MIBaseVarObjCommand setDataValue:],X86_64,
Text Section (Local),-[PBXGDB_MIBreakpointActionExpressionCommand expression],X86_64,
Text Section (Local),-[PBXGDB_MIBreakpointActionExpressionCommand setExpression:],X86_64,
Text Section (Local),-[PBXGDB_MICommand GDBCommandStringForExecution],X86_64,
Text Section (Local),-[PBXGDB_MICommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MICommand allocateResultDescription],X86_64,
Text Section (Local),-[PBXGDB_MICommand didFinishWithResultList:],X86_64,
Text Section (Local),-[PBXGDB_MICommand didStartExecutableRunning],X86_64,
Text Section (Local),-[PBXGDB_MICommand errorHandler],X86_64,
Text Section (Local),-[PBXGDB_MICommand errorMessage],X86_64,
Text Section (Local),-[PBXGDB_MICommand finishAction],X86_64,
Text Section (Local),-[PBXGDB_MICommand frameIndexContext],X86_64,
Text Section (Local),-[PBXGDB_MICommand gdbStoppedWithResults:],X86_64,
Text Section (Local),-[PBXGDB_MICommand handleError],X86_64,
Text Section (Local),-[PBXGDB_MICommand initWithSequenceNumber:],X86_64,
Text Section (Local),-[PBXGDB_MICommand miController],X86_64,
Text Section (Local),-[PBXGDB_MICommand needsUnwindOnSignal],X86_64,
Text Section (Local),-[PBXGDB_MICommand parseResults],X86_64,
Text Section (Local),-[PBXGDB_MICommand rawCommandString],X86_64,
Text Section (Local),-[PBXGDB_MICommand resultDescriptions],X86_64,
Text Section (Local),-[PBXGDB_MICommand sequenceNumberPrependedCommandString:],X86_64,
Text Section (Local),-[PBXGDB_MICommand sequenceNumber],X86_64,
Text Section (Local),-[PBXGDB_MICommand setErrorHandler:],X86_64,
Text Section (Local),-[PBXGDB_MICommand setErrorMessage:],X86_64,
Text Section (Local),-[PBXGDB_MICommand setFinishAction:],X86_64,
Text Section (Local),-[PBXGDB_MICommand setFrameIndexContext:],X86_64,
Text Section (Local),-[PBXGDB_MICommand setGDBCommandString:],X86_64,
Text Section (Local),-[PBXGDB_MICommand setMIController:],X86_64,
Text Section (Local),-[PBXGDB_MICommand setParseResults:],X86_64,
Text Section (Local),-[PBXGDB_MICommand setStartExecutableRunningAction:],X86_64,
Text Section (Local),-[PBXGDB_MICommand setTarget:],X86_64,
Text Section (Local),-[PBXGDB_MICommand setThreadIdContext:],X86_64,
Text Section (Local),-[PBXGDB_MICommand startExecutableRunningAction],X86_64,
Text Section (Local),-[PBXGDB_MICommand target],X86_64,
Text Section (Local),-[PBXGDB_MICommand threadIdContext],X86_64,
Text Section (Local),-[PBXGDB_MICommand waitsForOutput],X86_64,
Text Section (Local),-[PBXGDB_MICommand willExecute],X86_64,
Text Section (Local),-[PBXGDB_MIConnectGDBRemoteCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIConnectGDBRemoteCommand debugAsAService],X86_64,
Text Section (Local),-[PBXGDB_MIConnectGDBRemoteCommand debugServiceFDPath],X86_64,
Text Section (Local),-[PBXGDB_MIConnectGDBRemoteCommand gdbRemotePort],X86_64,
Text Section (Local),-[PBXGDB_MIConnectGDBRemoteCommand setDebugAsAService:],X86_64,
Text Section (Local),-[PBXGDB_MIConnectGDBRemoteCommand setDebugServiceFDPath:],X86_64,
Text Section (Local),-[PBXGDB_MIConnectGDBRemoteCommand setGdbRemotePort:],X86_64,
Text Section (Local),-[PBXGDB_MIConsoleCommands miString],X86_64,
Text Section (Local),-[PBXGDB_MIContinueExecutableCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIContinueExecutableCommand willExecute],X86_64,
Text Section (Local),-[PBXGDB_MIController _attemptPostFrameSelect:],X86_64,
Text Section (Local),-[PBXGDB_MIController _enqueuePendingInterruptCommand:],X86_64,
Text Section (Local),-[PBXGDB_MIController _evaluateStoppedStateInResultList:],X86_64,
Text Section (Local),-[PBXGDB_MIController _extractHookResultsFromList:],X86_64,
Text Section (Local),-[PBXGDB_MIController _gotFrameSelect:],X86_64,
Text Section (Local),-[PBXGDB_MIController _gotThreadSelect:],X86_64,
Text Section (Local),-[PBXGDB_MIController _performInterrupt],X86_64,
Text Section (Local),-[PBXGDB_MIController _postFrameSelect:],X86_64,
Text Section (Local),-[PBXGDB_MIController _postThreadSelect:],X86_64,
Text Section (Local),-[PBXGDB_MIController _processResultList:syncResult:],X86_64,
Text Section (Local),-[PBXGDB_MIController _reallyPostCommand:],X86_64,
Text Section (Local),-[PBXGDB_MIController _resetStoppedState],X86_64,
Text Section (Local),-[PBXGDB_MIController _sendAndLogCommandString:withLogComment:],X86_64,
Text Section (Local),-[PBXGDB_MIController _sendPendingInterruptCommands],X86_64,
Text Section (Local),-[PBXGDB_MIController areCommandsOutstanding],X86_64,
Text Section (Local),-[PBXGDB_MIController continueFromImplicitInterrupt],X86_64,
Text Section (Local),-[PBXGDB_MIController currentThreadIdContext],X86_64,
Text Section (Local),-[PBXGDB_MIController deactivate],X86_64,
Text Section (Local),-[PBXGDB_MIController dequeueAndRetainPendingingCommand],X86_64,
Text Section (Local),-[PBXGDB_MIController didAttachToTarget],X86_64,
Text Section (Local),-[PBXGDB_MIController disableWatchpointWithExpression:],X86_64,
Text Section (Local),-[PBXGDB_MIController enqueuePendingCommand:],X86_64,
Text Section (Local),-[PBXGDB_MIController forceInterruptGDB],X86_64,
Text Section (Local),-[PBXGDB_MIController havePendingCommands],X86_64,
Text Section (Local),-[PBXGDB_MIController init],X86_64,
Text Section (Local),-[PBXGDB_MIController interruptGDBOfType:],X86_64,
Text Section (Local),-[PBXGDB_MIController interruptState],X86_64,
Text Section (Local),-[PBXGDB_MIController interruptType],X86_64,
Text Section (Local),-[PBXGDB_MIController invalidateThreadAndFrameContexts],X86_64,
Text Section (Local),-[PBXGDB_MIController miState],X86_64,
Text Section (Local),-[PBXGDB_MIController outstandingCommandForSequenceNumber:],X86_64,
Text Section (Local),-[PBXGDB_MIController parser],X86_64,
Text Section (Local),-[PBXGDB_MIController postCommand:],X86_64,
Text Section (Local),-[PBXGDB_MIController postCommand:interruptIfNeeded:],X86_64,
Text Section (Local),-[PBXGDB_MIController postPendableCommand:],X86_64,
Text Section (Local),-[PBXGDB_MIController processAsynchronousNotification:],X86_64,
Text Section (Local),-[PBXGDB_MIController processAsynchronousResult:],X86_64,
Text Section (Local),-[PBXGDB_MIController processSynchronousResult:],X86_64,
Text Section (Local),-[PBXGDB_MIController purgeOutstandingCommands],X86_64,
Text Section (Local),-[PBXGDB_MIController removeOutstandingCommand:],X86_64,
Text Section (Local),-[PBXGDB_MIController saveOutstandingCommand:],X86_64,
Text Section (Local),-[PBXGDB_MIController sendPendedCommand],X86_64,
Text Section (Local),-[PBXGDB_MIController sendRawCommand],X86_64,
Text Section (Local),-[PBXGDB_MIController setInterruptState:],X86_64,
Text Section (Local),-[PBXGDB_MIController setInterruptType:],X86_64,
Text Section (Local),-[PBXGDB_MIController setMIState:],X86_64,
Text Section (Local),-[PBXGDB_MIController setVerifyStatus:forMICommand:],X86_64,
Text Section (Local),-[PBXGDB_MIController stoppedState],X86_64,
Text Section (Local),-[PBXGDB_MIController verifyStatusForMICommand:],X86_64,
Text Section (Local),-[PBXGDB_MICreateFileBreakpointCommand setFileName:lineNumber:condition:ignoreCount:futureBreak:resolveMultipleMatches:temporary:shlib:],X86_64,
Text Section (Local),-[PBXGDB_MICreateFileBreakpointCommand setFileName:lineNumber:futureBreak:resolveMultipleMatches:temporary:shlib:],X86_64,
Text Section (Local),-[PBXGDB_MICreateSymbolicBreakpointCommand setSymbolName:condition:ignoreCount:resolveMultipleMatches:],X86_64,
Text Section (Local),-[PBXGDB_MICreateVarObjCommand currentVarObjExpressionString],X86_64,
Text Section (Local),-[PBXGDB_MICreateVarObjCommand didFinishWithResultList:],X86_64,
Text Section (Local),-[PBXGDB_MICreateVarObjCommand setExpression:bindToFrame:],X86_64,
Text Section (Local),-[PBXGDB_MICreateVarObjCommand setExpression:withBlockStartAddress:],X86_64,
Text Section (Local),-[PBXGDB_MIDeleteBreakpointCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIDeleteChildrenOfVarObjCommand frameIndexContext],X86_64,
Text Section (Local),-[PBXGDB_MIDeleteChildrenOfVarObjCommand setVarObjName:],X86_64,
Text Section (Local),-[PBXGDB_MIDeleteChildrenOfVarObjCommand threadIdContext],X86_64,
Text Section (Local),-[PBXGDB_MIDeleteVarObjCommand frameIndexContext],X86_64,
Text Section (Local),-[PBXGDB_MIDeleteVarObjCommand setVarObjName:],X86_64,
Text Section (Local),-[PBXGDB_MIDeleteVarObjCommand threadIdContext],X86_64,
Text Section (Local),-[PBXGDB_MIDisableBreakpointCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIEnableBreakpointCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIEvaluateExpressionCommand dealloc],X86_64,
Text Section (Local),-[PBXGDB_MIEvaluateExpressionCommand didFinishWithResultList:],X86_64,
Text Section (Local),-[PBXGDB_MIEvaluateExpressionCommand needsUnwindOnSignal],X86_64,
Text Section (Local),-[PBXGDB_MIEvaluateExpressionCommand setExpression:],X86_64,
Text Section (Local),-[PBXGDB_MIEvaluateExpressionCommand setStringValue:],X86_64,
Text Section (Local),-[PBXGDB_MIEvaluateExpressionCommand stringValue],X86_64,
Text Section (Local),-[PBXGDB_MIEvaluationSafetyCheckCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIExecStatusCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIExecStatusCommand initWithSequenceNumber:],X86_64,
Text Section (Local),-[PBXGDB_MIFastEvaluationSafetyCheckCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIFileListGlobalsCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIFileListGlobalsCommand didFinishWithResultList:],X86_64,
Text Section (Local),-[PBXGDB_MIFileListParentCommand setFilename:],X86_64,
Text Section (Local),-[PBXGDB_MIFileListParentCommand setFormat:],X86_64,
Text Section (Local),-[PBXGDB_MIFileListParentCommand setRegexFilter:],X86_64,
Text Section (Local),-[PBXGDB_MIFileListParentCommand setShlibname:],X86_64,
Text Section (Local),-[PBXGDB_MIFileListStaticsCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIFileListStaticsCommand didFinishWithResultList:],X86_64,
Text Section (Local),-[PBXGDB_MIFixAndContinueCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIFixAndContinueCommand setFnCPatchFilePath:sourceFilePath:objectFilePath:shlib:],X86_64,
Text Section (Local),-[PBXGDB_MIFixAndContinueCommand setPathOfFnCPatchFile:],X86_64,
Text Section (Local),-[PBXGDB_MIFixAndContinueCommand setPathOfObjectFile:],X86_64,
Text Section (Local),-[PBXGDB_MIFixAndContinueCommand setPathOfSourceFile:],X86_64,
Text Section (Local),-[PBXGDB_MIFixAndContinueCommand setShlib:],X86_64,
Text Section (Local),-[PBXGDB_MIFixAndContinueSupportedCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIFrameAllLocalVarObjsCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIFrameAllLocalVarObjsCommand didFinishWithResultList:],X86_64,
Text Section (Local),-[PBXGDB_MIFrameArgVarObjsCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIFrameArgVarObjsCommand didFinishWithResultList:],X86_64,
Text Section (Local),-[PBXGDB_MIGDBSetCommand setSetting:],X86_64,
Text Section (Local),-[PBXGDB_MIGDBVersionCommand GDBCommandString],X86_64,
Text Section (Local),-[PBXGDB_MIGDBVersionCommand didFinishWithResultList:],X86_64,
