type,name,architecture,library
Text Section (Local),-[PBXLSDataValue isCPURegister],X86_64,
Text Section (Local),-[PBXLSDataValue isNSArrayType],X86_64,
Text Section (Local),-[PBXLSDataValue isPointerType],X86_64,
Text Section (Local),-[PBXLSDataValue isSTLVectorType],X86_64,
Text Section (Local),-[PBXLSDataValue isUpdatingAfterSet],X86_64,
Text Section (Local),-[PBXLSDataValue parentDataValue],X86_64,
Text Section (Local),-[PBXLSDataValue pathExpressionString],X86_64,
Text Section (Local),-[PBXLSDataValue pathExpressionValidityStatus],X86_64,
Text Section (Local),-[PBXLSDataValue recursiveClearContextFrame],X86_64,
Text Section (Local),-[PBXLSDataValue removeAllChildren],X86_64,
Text Section (Local),-[PBXLSDataValue removeChild:],X86_64,
Text Section (Local),-[PBXLSDataValue removeChildAtIndex:],X86_64,
Text Section (Local),-[PBXLSDataValue removeChildrenInRange:],X86_64,
Text Section (Local),-[PBXLSDataValue replaceChildAtIndex:withChild:],X86_64,
Text Section (Local),-[PBXLSDataValue requestGetChildren],X86_64,
Text Section (Local),-[PBXLSDataValue requestGetPathExpressionString],X86_64,
Text Section (Local),-[PBXLSDataValue requestInfoReferencesInThread:atStackFrame:],X86_64,
Text Section (Local),-[PBXLSDataValue requestInfoRootsInThread:atStackFrame:],X86_64,
Text Section (Local),-[PBXLSDataValue requestPrintDescriptionInThread:atStackFrame:runAllThreads:],X86_64,
Text Section (Local),-[PBXLSDataValue requestReleaseChildren],X86_64,
Text Section (Local),-[PBXLSDataValue requestSetStringValue:],X86_64,
Text Section (Local),-[PBXLSDataValue requestSetValueFormat:],X86_64,
Text Section (Local),-[PBXLSDataValue requestUpdateValues],X86_64,
Text Section (Local),-[PBXLSDataValue resetDynamicTypeChangeStatus],X86_64,
Text Section (Local),-[PBXLSDataValue resetSummaryChangeStatus],X86_64,
Text Section (Local),-[PBXLSDataValue resetValueChangeStatus],X86_64,
Text Section (Local),-[PBXLSDataValue setBaseType:],X86_64,
Text Section (Local),-[PBXLSDataValue setBlockStartAddress:],X86_64,
Text Section (Local),-[PBXLSDataValue setChildValidityStatus:],X86_64,
Text Section (Local),-[PBXLSDataValue setContainerCurrentSize:],X86_64,
Text Section (Local),-[PBXLSDataValue setContainerDisplayRange:],X86_64,
Text Section (Local),-[PBXLSDataValue setContainerDisplayStyle:],X86_64,
Text Section (Local),-[PBXLSDataValue setContainerOldSize],X86_64,
Text Section (Local),-[PBXLSDataValue setContainerSizeVarObj:],X86_64,
Text Section (Local),-[PBXLSDataValue setContainerValidityStatus:],X86_64,
Text Section (Local),-[PBXLSDataValue setContainsFunctionExpressions:],X86_64,
Text Section (Local),-[PBXLSDataValue setContextFrame:],X86_64,
Text Section (Local),-[PBXLSDataValue setDelegate:],X86_64,
Text Section (Local),-[PBXLSDataValue setDynamicType:],X86_64,
Text Section (Local),-[PBXLSDataValue setDynamicTypeChangeStatus:],X86_64,
Text Section (Local),-[PBXLSDataValue setExpandAction:],X86_64,
Text Section (Local),-[PBXLSDataValue setHasChildren:],X86_64,
Text Section (Local),-[PBXLSDataValue setHasNewChildren:],X86_64,
Text Section (Local),-[PBXLSDataValue setInScope:],X86_64,
Text Section (Local),-[PBXLSDataValue setIsBeingWatched:],X86_64,
Text Section (Local),-[PBXLSDataValue setIsCPURegister:],X86_64,
Text Section (Local),-[PBXLSDataValue setParentModel:],X86_64,
Text Section (Local),-[PBXLSDataValue setPathExpressionString:],X86_64,
Text Section (Local),-[PBXLSDataValue setPathExpressionValidityStatus:],X86_64,
Text Section (Local),-[PBXLSDataValue setStringValue:],X86_64,
Text Section (Local),-[PBXLSDataValue setSummary:],X86_64,
Text Section (Local),-[PBXLSDataValue setSummaryChangeStatus:],X86_64,
Text Section (Local),-[PBXLSDataValue setSymbolicName:],X86_64,
Text Section (Local),-[PBXLSDataValue setTypeExpressionString:],X86_64,
Text Section (Local),-[PBXLSDataValue setUpdatingAfterSet:],X86_64,
Text Section (Local),-[PBXLSDataValue setValueChangeStatus:],X86_64,
Text Section (Local),-[PBXLSDataValue setViewAsType:],X86_64,
Text Section (Local),-[PBXLSDataValue staticType],X86_64,
Text Section (Local),-[PBXLSDataValue stringValue],X86_64,
Text Section (Local),-[PBXLSDataValue summaryChangeStatus],X86_64,
Text Section (Local),-[PBXLSDataValue summary],X86_64,
Text Section (Local),-[PBXLSDataValue symbolicName],X86_64,
Text Section (Local),-[PBXLSDataValue typeExpressionString],X86_64,
Text Section (Local),-[PBXLSDataValue type],X86_64,
Text Section (Local),-[PBXLSDataValue usesCustomDataFormatters],X86_64,
Text Section (Local),-[PBXLSDataValue usesSyntheticChildren],X86_64,
Text Section (Local),-[PBXLSDataValue valueChangeStatus],X86_64,
Text Section (Local),-[PBXLSDataValue valueFormat],X86_64,
Text Section (Local),-[PBXLSDataValue valueIsEditable],X86_64,
Text Section (Local),-[PBXLSDataValue viewAsType],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor canCloneDataValue:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor canManageBreakpoint:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor continueAfterInitialization],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor createNewExpressionsDescriptionDV],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor createThreadWithThreadHandle:name:queueName:inThreadGroupNamed:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor dataContainerStride],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor dealloc],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor debuggingSession],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor destroyThreadWithThreadHandle:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor deviceWasDetached:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor didAddInitialBreakpoints],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor didUpdateThreads],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor errorMessage:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor expressionsDescriptionDV],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor globalVariableDVAddDataValue:forGlobalDict:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor globalVariableDVRemoveDataValueForDict:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor globalsDescriptionDV],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor initWithSession:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor invalidateAllFramesContainerDataValue],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor isIntrospectionLibraryLoaded],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor isRemoteDebugging],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor logMessage:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor manageBreakpoint:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor managedBreakpointsSet],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor managesBreakpoint:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor newDataValueForFrame:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor newFrameContextContainerDataValue],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor newGlobalContainerDataValue],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor operationNumber],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor process],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor rawMemoryDataForAddressExpression:numberOfBytes:resultHandler:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor registerIDforRelease:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor registersDescriptionDVExpressionsWindow],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor releaseInferiorResources],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestBreakpointCondition:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestBreakpointIgnoreCount:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestCloneDataValueByContent:viewAsExpression:addToContainerDataValue:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestCloneDataValueByPathExpression:addToContainerDataValue:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerCompleteString:resultHandler:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerContinueToCallSymbol:inFile:lineNumber:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerContinueToFile:lineNumber:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerContinueToSymbol:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerCreateWatchpoint:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerCreateWatchpointForDataValue:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerDeleteWatchpointForDataValue:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerExecUntilToFile:lineNumber:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerFixAndContinue],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerMovePCInThread:fileSpec:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerQuit],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerSetStopOnDebuggerDebugStrState],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerStatus],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerTurnBreakpointsOff],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerTurnBreakpointsOn],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDebuggerUndoToCheckpoint],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDeleteBreakpoint:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDisassemblyOfFrame:mixedMode:resultHandler:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestDynamicLinkerImageControllerUpdate],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestEnableDisableBreakpoint:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestFixAndContinueFile:patch:object:shlib:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestGlobalsBrowserUpdate],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestLoadGlobalsInDict:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestLoadInferiorPlugin:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestNewBreakpoint:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestNewDataValueForExpression:addToContainerDataValue:bindToFrame:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestNewDataValueForExpression:addToContainerDataValue:blockStartAddress:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestNewDataValueForExpression:addToContainerDataValue:locationSpecifier:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestStackFramesForThread:numberOfStackFrames:resultHandler:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestSuspendAllThreads],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor requestUpdateUnboundDataValuesForStackFrame:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor sendSIGINT],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor setDidAddInitialBreakpoints:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor setProcessIsRunning],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor setState:status:isCurrentThread:forServerThreadHandle:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor setSupportsUnicharXcode_CFDataFormatters:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor setTypeController:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor statusMessage:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor stopManagingBreakpoint:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor supportsCleanQuit],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor supportsContinueToHere],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor supportsDebuggerActionSideImplementation],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor supportsFixAndContinue],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor supportsRunInDebugger],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor supportsUnicharXcode_CFDataFormatters],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor supportsWatchpoints],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor threadGroupWithName:create:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor threadRequest:stepUntilLineNumber:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor threadRequestContinue:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor threadRequestNextInstruction:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor threadRequestStepInSuspendOtherThreads:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor threadRequestStepInstruction:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor threadRequestStepInto:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor threadRequestStepOut:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor threadRequestStepOver:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor threadRequestStepOverSuspendOtherThreads:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor threadRequestSuspend:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor threadRequestUnsuspend:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor threadRequestUpdateStack:],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor typeController],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor undoSupported],X86_64,
Text Section (Local),-[PBXLSDebuggerAdaptor willUpdateThreads],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _addBreakpointObservers:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _addBreakpoints:forDebugger:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _addExceptionBreakpointObserversIfNeeded:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _addFileBreakpointObserversIfNeeded:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _addSymbolicBreakpointObserversIfNeeded:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _attemptCreateOfBreakpoint:forDebugger:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _attemptDeleteOfBreakpoint:forDebugger:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _ensureEnabledBreakpointsAreCreated],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _handleBreakpointLocationChanges:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _handleBreakpointLocationsAdded:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _handleBreakpointLocationsRemoved:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _removeBreakpointObservers:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _removeExceptionBreakpointObserversIfNeeded:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _removeFileBreakpointObserversIfNeeded:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession _removeSymbolicBreakpointObserversIfNeeded:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession addInitialBreakpointsToDebugger:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession customDataFormattersEnabled],X86_64,
Text Section (Local),-[PBXLSDebuggingSession debuggerAdaptorForExecutableRestart],X86_64,
Text Section (Local),-[PBXLSDebuggingSession debuggerDidInitialize:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession foundationDebugSession],X86_64,
Text Section (Local),-[PBXLSDebuggingSession init],X86_64,
Text Section (Local),-[PBXLSDebuggingSession launcher],X86_64,
Text Section (Local),-[PBXLSDebuggingSession observeValueForKeyPath:ofObject:change:context:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession process],X86_64,
Text Section (Local),-[PBXLSDebuggingSession registerRestartExecutableAdaptor:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession restartExecutable],X86_64,
Text Section (Local),-[PBXLSDebuggingSession sendLogMessageToDebuggers:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession setFoundationDebugSession:],X86_64,
Text Section (Local),-[PBXLSDebuggingSession suspendExecutable],X86_64,
Text Section (Local),-[PBXLSDebuggingSession syncWithDebugger],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage addressRange],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage compareByAddress:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage compareByName:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage compareBySymbolsLevel:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage compareBySymbolsWhenToLoad:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage contentDescription],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage dealloc],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage description],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage didUpdateSymbolsToLevel],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage displayName],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage dynamicLinkerImageController],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage globalVariables],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage init],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage isSystemSharedLibrary],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage name],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage requestUpdateSymbolsToLevel:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage setAddressRange:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage setEqualTo:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage setGlobalVariables:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage setName:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage setSharedLibraryPath:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage setSharedLibraryStatus:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage setSymbolsLevel:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage setSymbolsLoadTime:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage setSymbolsStatus:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage sharedLibraryPath],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage sharedLibraryStatus],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage symbolsLevel],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage symbolsLoadTime],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImage symbolsStatus],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController _addImage:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController _addImage:toDictionary:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController _addPersistentImage:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController _imageByNameOrPath:inDictionary:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController _processImageAfterLibraryLoading:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController _processNewImage:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController _removeImage:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController _removeImage:fromDictionary:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController addDynamicLinkerImages:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController appendNewDynamicLinkerImage:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController defaultSymbolsLevel],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController defaultSymbolsLoadTime],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController defaultSystemSymbolsLevel],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController defaultSystemSymbolsLoadTime],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController didUpdateDynamicLinkerImages],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController dynamicLinkerImageDidUpdateSymbolsLevel:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController dynamicLinkerImageWithExactPath:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController dynamicLinkerImageWithPathOrName:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController dynamicLinkerImageWithSharedLibraryAtPath:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController dynamicLinkerImages],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController haveGDBStopOnSharedLibraryLoad],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController initWithDebugger:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController needsUpdate],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController persistentDynamicLinkerImageWithPathOrName:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController persistentDynamicLinkerImageWithSharedLibraryAtPath:],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController persistentDynamicLinkerImages],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController persistentShlibImages],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController removeImages],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController requestUpdate],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController requestUpdatesForGlobalsBrowser],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController rescanImagesLibraryLoading],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController setSharedLibraryImageInfoOutOfDate],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController usingGDBCachedSymFiles],X86_64,
Text Section (Local),-[PBXLSDynamicLinkerImageController willUpdateDynamicLinkerImages],X86_64,
Text Section (Local),-[PBXLSLaunchSession cleanup],X86_64,
Text Section (Local),-[PBXLSLaunchSession displayName],X86_64,
Text Section (Local),-[PBXLSLaunchSession fixedFile:],X86_64,
Text Section (Local),-[PBXLSLaunchSession init],X86_64,
Text Section (Local),-[PBXLSLaunchSession keepStats],X86_64,
Text Section (Local),-[PBXLSLaunchSession launchSessionStartDate],X86_64,
Text Section (Local),-[PBXLSLaunchSession launchSessionState],X86_64,
Text Section (Local),-[PBXLSLaunchSession launch],X86_64,
Text Section (Local),-[PBXLSLaunchSession setKeepStats:],X86_64,
Text Section (Local),-[PBXLSLaunchSession setLaunchSessionState:],X86_64,
Text Section (Local),-[PBXLSLaunchSession stop],X86_64,
Text Section (Local),-[PBXLSLaunchSession terminationStatus],X86_64,
Text Section (Local),-[PBXLSModel _paddingForLevel:],X86_64,
Text Section (Local),-[PBXLSModel addChild:],X86_64,
Text Section (Local),-[PBXLSModel addChildren:],X86_64,
Text Section (Local),-[PBXLSModel childValidityStatus],X86_64,
Text Section (Local),-[PBXLSModel contentDescriptionWithChildrenAtLevel:],X86_64,
Text Section (Local),-[PBXLSModel contentDescription],X86_64,
Text Section (Local),-[PBXLSModel debugger],X86_64,
Text Section (Local),-[PBXLSModel description],X86_64,
Text Section (Local),-[PBXLSModel initWithDebugger:],X86_64,
Text Section (Local),-[PBXLSModel initWithDebugger:parentModel:],X86_64,
Text Section (Local),-[PBXLSModel insertChild:atIndex:],X86_64,
Text Section (Local),-[PBXLSModel parentModel],X86_64,
Text Section (Local),-[PBXLSModel removeAllChildren],X86_64,
Text Section (Local),-[PBXLSModel removeChild:],X86_64,
Text Section (Local),-[PBXLSModel removeChildAtIndex:],X86_64,
Text Section (Local),-[PBXLSModel removeChildrenInRange:],X86_64,
Text Section (Local),-[PBXLSModel removeChildrenInRange:withKVO:],X86_64,
Text Section (Local),-[PBXLSModel replaceChildAtIndex:withChild:],X86_64,
Text Section (Local),-[PBXLSModel replaceChildAtIndex:withChild:withKVO:],X86_64,
Text Section (Local),-[PBXLSModel setChildValidityStatus:],X86_64,
Text Section (Local),-[PBXLSModel setDebugger:],X86_64,
Text Section (Local),-[PBXLSModel setParentModel:],X86_64,
Text Section (Local),-[PBXLSModel setValidityStatus:],X86_64,
Text Section (Local),-[PBXLSModel validityStatus],X86_64,
Text Section (Local),-[PBXLSPlugableClass pluginClass],X86_64,
Text Section (Local),-[PBXLSPlugableClass plugin],X86_64,
Text Section (Local),-[PBXLSProcess _isFunctionInlined:],X86_64,
Text Section (Local),-[PBXLSProcess _threadsOfType:],X86_64,
Text Section (Local),-[PBXLSProcess currentThread],X86_64,
Text Section (Local),-[PBXLSProcess debugger:addThreadGroup:],X86_64,
Text Section (Local),-[PBXLSProcess debugger:removeThreadGroup:],X86_64,
Text Section (Local),-[PBXLSProcess debugger:setCurrentThread:],X86_64,
Text Section (Local),-[PBXLSProcess debugger:setHasExitedWithStatus:],X86_64,
Text Section (Local),-[PBXLSProcess debuggerDidUpdateThreads:],X86_64,
Text Section (Local),-[PBXLSProcess debuggerSetIsRunning:],X86_64,
Text Section (Local),-[PBXLSProcess debuggerWillUpdateThreads:],X86_64,
Text Section (Local),-[PBXLSProcess dynamicLinkerImageController],X86_64,
Text Section (Local),-[PBXLSProcess evaluationSafetyErrorMsg],X86_64,
Text Section (Local),-[PBXLSProcess evaluationSafetyStatus],X86_64,
Text Section (Local),-[PBXLSProcess exitStatus],X86_64,
Text Section (Local),-[PBXLSProcess foundationProcess],X86_64,
Text Section (Local),-[PBXLSProcess hasExited],X86_64,
Text Section (Local),-[PBXLSProcess initWithDebugger:],X86_64,
Text Section (Local),-[PBXLSProcess isRunning],X86_64,
Text Section (Local),-[PBXLSProcess nonRunningThreads],X86_64,
Text Section (Local),-[PBXLSProcess resetEvaluationSafetyStatus],X86_64,
Text Section (Local),-[PBXLSProcess setEvaluationSafetyErrorMsg:],X86_64,
Text Section (Local),-[PBXLSProcess setEvaluationSafetyStatus:],X86_64,
Text Section (Local),-[PBXLSProcess setExitStatus:],X86_64,
Text Section (Local),-[PBXLSProcess setFoundationProcess:],X86_64,
Text Section (Local),-[PBXLSProcess setHasExited:],X86_64,
Text Section (Local),-[PBXLSProcess setIsRunning:],X86_64,
Text Section (Local),-[PBXLSProcess threadGroupWithName:],X86_64,
Text Section (Local),-[PBXLSProcess threadGroups],X86_64,
Text Section (Local),-[PBXLSProcess threadPopUpIsEnabled],X86_64,
Text Section (Local),-[PBXLSProcess threadWithHandle:],X86_64,
Text Section (Local),-[PBXLSProcess threadsDidChange],X86_64,
Text Section (Local),-[PBXLSProcess threadsWillChange],X86_64,
Text Section (Local),-[PBXLSProcess threads],X86_64,
Text Section (Local),-[PBXLSProcess unconfigureDynamicLinkerImageController],X86_64,
Text Section (Local),-[PBXLSStackFrame _shouldUpdateDataValues:],X86_64,
Text Section (Local),-[PBXLSStackFrame containerDataValue],X86_64,
Text Section (Local),-[PBXLSStackFrame dealloc],X86_64,
Text Section (Local),-[PBXLSStackFrame disassemblyDocument],X86_64,
Text Section (Local),-[PBXLSStackFrame disassemblyFrameName],X86_64,
Text Section (Local),-[PBXLSStackFrame displayFunctionName],X86_64,
Text Section (Local),-[PBXLSStackFrame displayStackFrameInfo],X86_64,
Text Section (Local),-[PBXLSStackFrame ensureValidDataValues],X86_64,
Text Section (Local),-[PBXLSStackFrame fileName],X86_64,
Text Section (Local),-[PBXLSStackFrame foundationModule],X86_64,
Text Section (Local),-[PBXLSStackFrame foundationStackFrame],X86_64,
